Title,Suburb,Bedrooms,Bathrooms,LandArea,FloorArea,PriceDisplay,PropertyType
8SDEDZINCRL39LDLY7YQ,Waiuku,,,727,,"Asking price $499,000",Section
8JBECDXL1JGMCOF5SCRH,Patumahoe,6,3,9900,,Price by negotiation,Dwelling
34N6OGT908WQ0WKC73DH,Takapuna,2,1,,,Price by negotiation,Apartment
O7WTBGK5LU3G4Y8BVTL5,Ramarama,5,2,10000,,Price by negotiation,Dwelling
LDJFSO2PNXOK1FJLJ3JE,Patumahoe,5,2,3771,,"Asking price $1,349,000",House
3NK9IHCSIVLJ9F69GGLH,Remuera,,,499,,"Asking price $849,000",Section
KN7IG48DKC3VKCDAPKOT,City Centre,2,1,,,"Asking price $95,000",Apartment
J7KGX4BBQUPK11CPPOHX,Matakana,,,14700,,"Asking price $849,000",Section
P2DUCRQR58BSKC6UJXO6,City Centre,2,2,,,"Asking price $890,000",Apartment
"Low maintenance, More beach life in Takapuna",Takapuna,3,2,,,"Auction on 13 Jun, 12:03?€?pm",Townhouse
RURAL RETREAT ONLY MINS FROM TOWN,Pukekohe East,4,3,6300,,"Auction on 13 Jun, 12:02?€?pm",Dwelling
8FPS1MSX6GL4KSQF85V3,Remuera,2,2,,,"Asking price $1,549,000",Apartment
A7NF64CML14QRGPZR0YP,Te Atatu South,3,3,,,Price by negotiation,Townhouse
QI4Y70L8NBFGWEX5DGRM,Pukekohe,3,2,604,,"Auction on 30 May, 2:00?€?pm",House
09AD7D2CJJ79LI6CJVR9,Mount Albert,2,2,76,,"Asking price $1,125,000",Townhouse
7B9GRTODHSIDXNWPRC1A,City Centre,1,1,,,Price by negotiation,Apartment
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 16 May, 5:19?€?am",Section
Priced to Beat the Market-Present Your Offer!,City Centre,2,1,,,"Asking price $592,000",Apartment
Modern & Stylish City Fringe Living,City Centre,2,1,,,"Asking price $638,000",Apartment
MORTGAGEE SALE,Saint Heliers,2,1,,,"Auction on 13 Jun, 5:12?€?am",Unit
Best Buy in Takapuna,Takapuna,2,2,,,Price by negotiation,Apartment
OUZYRA73R8HNVAJ5ELT2,City Centre,2,2,,,Price by negotiation,Apartment
7NYPKG0ZDQKOV297QKY4,Grey Lynn,1,1,,,"Asking price $869,000",Apartment
AWRUIRBFEXGM5E7WU5VU,Hillsborough,3,2,92,,Price by negotiation,House
FTRORZF0UZXHDHDEQ0EE,Pukekohe,,,66200,,"Asking price $1,200,000",Bare land
U0W4ZAC5BP9PRQ4CDXLO,City Centre,1,1,,,Price by negotiation,Apartment
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 14 May, 7:10?€?am",Section
DC6FA72YT5TAPDCOR2BX,City Centre,1,1,,,"Asking price $379,000",Apartment
"Income, Security and Convenience!",City Centre,2,1,,,"Asking price $300,000",Apartment
Elevated Comfort & Convenience,Otahuhu,1,1,,,"Asking price $439,000",Apartment
NSRKYBQFPK067V096SB9,Pukekohe,4,3,467,,Price by negotiation,House
KVGR9CN1RLVCVY7H777A,City Centre,1,1,,,"Auction on 22 May, 2:00?€?pm",Apartment
93F28T9OGJUWF3LM7FT0,Waiuku,,,19600,,"Asking price $475,000",Bare land
0TZX5TE11FNO173NUVMT,Pukekohe,6,3,1512,,"Asking price $1,595,000",House
MH62ECGV3OA3FULL2LYR,City Centre,1,1,,,"Auction on 22 May, 10:00?€?am",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 13 May, 5:18?€?am",Unit
Seaview Apartment in Auckland Uni Precinct,City Centre,1,1,,,"Asking price $329,000",House
Welcome to The Grey - Grey Lynn Living at its Best,Grey Lynn,2,2,,,"Asking price $2,059,000",Apartment
Deadline Sale: Thursday 30th May 2024 at 2pm (...,Karaka,4,3,50600,,Price by negotiation,Dwelling
Step Into the Vibrant World of Modern Living i...,Mount Eden,2,2,,,"Auction on 10 Jun, 5:11?€?am",Apartment
HP53ULT57OK12X3SGXU3,Remuera,2,1,,,"Auction on 22 May, 10:00?€?am",Apartment
RRZFIXJL9KBMCJQ9NROF,Takapuna,1,1,,,"Asking price $799,000",Apartment
5CV42KGMF51P57Q7LQ3S,Remuera,4,4,132,,Price by negotiation,House
VSF7YOJ4TY7R36XPYWMW,Mount Eden,2,2,,,"Asking price $929,000",Apartment
3GW88M6UD2O1DVROFBMG,Glenbrook,,,301,,Price by negotiation,Section
6X6S7SBE9LT1N7GT9II7,City Centre,1,1,,,"Asking price $599,000",Apartment
!!! PRICE REDUCED - RURAL RETREAT ON 9HA !!!,Ararimu,4,2,90000,,"Asking price $1,675,000",Dwelling
Three Bedroom Townhouse + CCC Issued!,Mount Albert,3,2,66,,"Asking price $1,050,000",Townhouse
Best Buy in Takapuna,Takapuna,2,2,,,Price by negotiation,Apartment
Magic in Mangatangi!,Mangatangi,3,2,2200,,"Auction on 9 Jun, 9:49?€?am",Dwelling
6CQEOLAT1OWY4GCFD1CI,City Centre,2,2,,,Price by negotiation,Apartment
ZU1NTWNPDR4UJ4GMKYM3,Pukekohe,3,1,115,,Price by negotiation,Townhouse
KAMQCRKNC0GD3FD7P92J,Karaka,6,6,39700,,"Asking price $3,590,000",Dwelling
H16QCD0U1R03U5ULJV2T,City Centre,2,1,,,Price by negotiation,Apartment
AQU60GKW25I7PY3URE3P,Pukekohe,3,2,853,,"Asking price $1,149,000",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 11 May, 8:09?€?pm",Unit
Brand New City Home to Be Completed Soon,City Centre,1,1,,,"Asking price $699,000",Apartment
Modern Elegance: Boutique Home in Te Atatu South,Te Atatu South,3,3,,,"Asking price $858,000",Townhouse
"Investment Bliss, Urban Kiss!",City Centre,1,1,,,Price by negotiation,Apartment
Prestige DGZ Townhouse with Views,Remuera,2,2,375,,"Auction on 8 Jun, 8:02?€?pm",House
C1PA8UYUAMNDBBIPW1AA,Pukekohe,5,4,1703,,"Asking price $1,355,000",House
GO6VHAYLL2YYA8FHF5UU,Glendowie,3,1,,,"Asking price $1,288,000",House
1PA8O8ECJQJH9LYNZCVZ,City Centre,2,2,,,Price by negotiation,Apartment
NR8IYNHDY83ZP923KGJA,City Centre,1,1,,,Price by negotiation,Apartment
748KF48CH7ETF7B2XZ6F,Wai O Taiki Bay,4,2,278,,"Asking price $1,550,000",House
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 11 May, 5:01?€?am",Dwelling
C2BS43DRQ16DRSEPTDN6,Titirangi,,,1197,,"Asking price $690,000",Section
Step Into the Vibrant World of Modern Living i...,Mount Eden,2,2,,,"Auction on 22 May, 10:00?€?am",Apartment
"Ready, set, BUILD",Waiuku,,,607,,"Asking price $350,000",Section
MORTGAGEE SALE,Glen Eden,4,1,,,"Auction on 8 Jun, 9:50?€?am",House
XL9RXGRWFRNGZ4JZWV06,City Centre,2,1,,,Price by negotiation,Apartment
JLZ4F5XEGH0K5L5W7R9O,Remuera,2,2,375,,"Auction on 29 May, 10:00?€?am",House
B1Z08HK9LBOEQQICW2A2,Onewhero,,,3457,,Price by negotiation,Section
F82TJN13VKP2YNBA4732,Waiuku,4,2,943,,Price by negotiation,House
57LY4XKPXXUQR29HE93D,Waiuku,,,607,,"Asking price $350,000",Section
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 10 May, 6:59?€?pm",House
LUXURIOUS PARKSIDE LIVING,Pukekohe,3,1,214,,Price by negotiation,Townhouse
SHORT TERM LAND BANK!,Tuakau,3,2,,,"Asking price $2,585,000",Dwelling
MORTGAGEE SALE,Northpark,4,3,700,,"Auction on 7 Jun, 6:54?€?pm",House
OJQ9Q20CTX7W87PFE018,Waiau Pa,4,3,2500,,Price by negotiation,Dwelling
UC8859W52EJ71VUIG4SJ,Henderson,2,1,119,,"Asking price $785,000",Townhouse
LWSM3UUZGBE45S67JGB9,City Centre,1,1,,,Price by negotiation,Apartment
0XXQ3J4L1IVAO5S2TC6L,Remuera,2,3,,,Price by negotiation,Apartment
VW3JJ7NE0A0BDZJZ9BPD,City Centre,1,1,,,"Asking price $829,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 10 May, 5:25?€?pm",House
Exciting Opportunity in Papakura!,Papakura,4,2,,,Price by negotiation,Townhouse
!!! SERIOUS SELLER - NO COVENANTS - ACT NOW !!!,Pukekohe,,,66200,,"Asking price $1,200,000",Bare land
Luxury and Elegance on an Urgent Time Frame,Drury,4,3,463,,"Auction on 7 Jun, 5:17?€?pm",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 4 Apr, 3:01?€?pm",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 4 Apr, 3:01?€?pm",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 4 Apr, 3:01?€?pm",House
HG96VYFLR8BWK4I11GKG,Takapuna,2,2,,,"Asking price $1,449,000",Apartment
BWL7LS621SIRK2H693BE,Glendowie,3,1,,,"Asking price $1,288,000",House
8T760TY64OAT6VOD2OM6,Remuera,5,3,966,,"Auction on 9 May, 5:53?€?am",House
UBGEY83EX7K67O1VNIW6,Ellerslie,2,2,,,"Auction on 15 May, 10:00?€?am",Townhouse
K6UR2153H6MQO88H35H5,Waiuku,,,727,,"Asking price $499,000",Section
FWC2NDC4EIM32WG57ZOL,Grey Lynn,2,2,,,Price by negotiation,Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 10 May, 6:07?€?am",House
ELITE DRURY HILLS LIFESTYLE AWAITS,Drury,,,11000,,Price by negotiation,Bare land
Vendor's Pain Your Gain!,City Centre,2,1,,,"Asking price $449,000",Apartment
HIGH COURT SALE,City Centre,1,1,,,"Auction on 7 Jun, 6:00?€?am",Apartment
LRLHYIT0771E56WWAXXU,Henderson,2,1,83,,"Asking price $805,000",Townhouse
EEWNWXS3CCKYJMWGP3OO,Remuera,2,2,,,"Asking price $1,549,000",Apartment
8OR7KLK91ILSKLCWAGQW,City Centre,2,2,,,"Asking price $759,000",Apartment
D58K1FERK4PBQAVPB9O6,Onewhero,4,2,14000,,"Asking price $1,150,000",Dwelling
KDVIQMJ1JNR28K4RXQ77,Hobsonville,2,1,132,,Price by negotiation,Townhouse
Affordable Waterfront Section,Glenbrook,,,607,,Price by negotiation,Section
49.9Ha BLANK CANVAS - DESIREABLE LOCATION - HU...,Ararimu,,,499200,,Price by negotiation,Bare land
MT EDEN CHIC,Mount Eden,2,1,,,"Auction on 7 Jun, 5:05?€?am",Apartment
T686CMW33EPPYMP0JDQX,Henderson,2,1,79,,"Asking price $775,000",Townhouse
4DA3ALXS6TBG61REHC30,Pukekohe,3,2,348,,"Auction on 23 May, 2:00?€?pm",House
ZMN32RNPBNFXUV2FGUSD,Karaka,4,2,6900,,Price by negotiation,Dwelling
CJGTEVJIWFPPSLTERHSY,Grey Lynn,1,1,,,Price by negotiation,Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 9 May, 9:32?€?pm",House
RVOBUWDZIBU1EG171LG3,City Centre,1,1,,,"Asking price $829,000",Apartment
Entry level one bed in Meadowbank,Meadowbank,1,1,,,"Asking price $659,000",Apartment
Modern Elegance: Boutique Home in Te Atatu South,Te Atatu South,2,1,,,Price by negotiation,Townhouse
"Priced to SELL - Large Home, Cottage and Shedding",Bombay,6,4,25500,,"Asking price $2,695,000",Dwelling
MORTGAGEE SALE,Glen Eden,4,1,,,"Auction on 6 Jun, 9:26?€?pm",House
JUUWXZVAQABRV1O375XC,Remuera,,,438,,"Asking price $849,000",Section
Z4FENH1D3OVER4SCMPZA,Henderson,2,1,79,,"Asking price $775,000",Townhouse
1X43UN8ARU99RCFGGDDX,Pukekohe,3,2,390,,"Asking price $875,000",House
BV2K7IFSW86R2Y85HCFX,City Centre,3,2,,,Price by negotiation,Apartment
5WZOZ4N56XOAKRLQ500G,Hillsborough,3,2,92,,Price by negotiation,House
YIEV6OV5ZJEM3L5H4OJ6,Papakura,4,3,130,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 9 May, 8:18?€?pm",House
JOB RELOCATION FORCES SALE,Pukekohe,4,4,1579,,"Asking price $1,349,000",House
Ellerslie Elegance: Limited Homes Available,Ellerslie,2,2,,,"Asking price $989,000",Townhouse
MORTGAGEE SALE,Northpark,4,3,700,,"Auction on 6 Jun, 8:12?€?pm",House
feeeeeeeeeeee,Hobsonville,2,1,,,"Asking price $100,000",House
ffrrtgertretttttt,Hobsonville,2,1,400,,Price by negotiation,House
GNKFP0TSZMQ8KYQVDVWT,Waiau Pa,5,3,48200,,"Asking price $1,730,000",Dwelling
J10KP9GMFJFI24JM8VKU,Ellerslie,2,3,,,Price by negotiation,Townhouse
EE1LQVRC42Q8KQTF13GJ,Ararimu,4,3,36000,,Price by negotiation,Dwelling
MSLW2CAPOU26HP35V4I2,Buckland,,,980,,Price by negotiation,Section
FN74ORRP57EP4S6A4EIA,City Centre,2,2,,,Price by negotiation,Apartment
MORTGAGEE SALE,Mount Roskill,3,1,809,,"Auction on 8 May, 2:00?€?pm",House
Modern Elegance: Boutique Home in Te Atatu South,Te Atatu South,3,3,,,Price by negotiation,Townhouse
MORTGAGEE SALE,Point Chevalier,5,1,673,,"Auction on 6 Jun, 6:27?€?am",House
9W2ADLCYGJUY3T2D977E,Glen Innes,4,2,,,Price by negotiation,House
Y957HZ75MD1HVPVPQ1H8,City Centre,2,2,,,"Asking price $595,000",Apartment
301YDG5S0O3SDL5L93RS,City Centre,3,2,,,Price by negotiation,Apartment
XD6HEG85QE18EN91S16D,City Centre,2,1,,,"Asking price $575,000",Apartment
YH5RJG1BQ4TKXFH5QYIN,City Centre,1,1,,,"Auction on 22 May, 10:00?€?am",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 9 May, 5:25?€?am",Apartment
LUXURIOUS PARKSIDE LIVING,Pukekohe,3,1,214,,Price by negotiation,Townhouse
MT EDEN CHIC,Mount Eden,2,1,,,"Auction on 6 Jun, 5:18?€?am",Apartment
"Test test, 2 bedroom House House House",City Centre,2,1,,,"Auction on 10 Mar, 4:10?€?pm",House
"Test test, 2 bedroom House House House",City Centre,2,1,,,"Auction on 10 Mar, 4:10?€?pm",House
"Test test, 2 bedroom House House House",City Centre,2,1,,,"Auction on 10 Mar, 4:10?€?pm",House
"Test test, 2 bedroom House House House",City Centre,2,1,,,"Auction on 10 Mar, 4:10?€?pm",House
100 Popokatea Drive Takanini,Takanini,3,1,100,,"Asking price $2,000,000",House
REJUVENATED HOME - 3.29 FLAT/GENTLE HA,Karaka,4,2,33000,,"Auction on 22 May, 8:26?€?pm",Dwelling
DRFSOW5X8M7W4MMYXDJM,Pukekohe,4,2,350,,Price by negotiation,House
F4B4DG0SEOIISJRG2B0C,City Centre,1,1,,,Price by negotiation,House
1R5XLK2OM3XZYQQDHF8P,Greenlane,4,4,,,Price by negotiation,Townhouse
W4XTYFKTOSN6SWX1OWFA,Mount Wellington,2,2,,,"Asking price $789,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 20 Apr, 5:21?€?am",House
DEADLINE SALE - 26 April at 4pm,City Centre,3,3,,,Price by negotiation,Apartment
"FUTURE URBAN INVESTMENT - VENDORS DOWNSIZING, ...",Drury,4,2,12800,,"Asking price $2,200,000",Dwelling
REJUVENATED HOME - 3.29 FLAT/GENTLE HA,Karaka,4,2,33000,,"Auction on 18 May, 5:11?€?am",Dwelling
9LI2FZIWCCIR21LYVH6G,City Centre,1,2,,,"Asking price $349,000",Apartment
NU2HMG55RRQGDE4QQNZB,Pukekohe,3,1,342,,"Auction on 23 Apr, 1:00?€?pm",House
RQKT6HJ6YH4BJRYQHQ6N,Bombay,6,3,7500,,Price by negotiation,Dwelling
41FGGZSOM1THCTWNP6EI,Glenbrook,,,518,,"For sale by tender,  10 Apr",Section
ZTA31B8Y176NBYYSY4Q1,Remuera,,,438,,"Asking price $849,000",Section
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 19 Apr, 5:19?€?am",Unit
PRESENT ALL OFFERS!!!,Takapuna,4,3,122,,"Asking price $1,959,000",House
Best Buy in Takapuna,Takapuna,2,1,,,Price by negotiation,Apartment
Victoria Lane - The Crown Jewel,Remuera,2,2,,,Price by negotiation,Apartment
Location & Potential,Pukekohe,5,2,759,,"Auction on 17 May, 5:13?€?am",House
"Test test, 2 bedroom House House House",City Centre,2,1,,,"Auction on 10 Mar, 4:10?€?pm",House
TPLDXMJ2PA5SKC5VZJNJ,Pukekohe,3,2,767,,"Auction on 2 May, 2:00?€?pm",House
5PJIE9X9KLYF8RE7DGB1,Patumahoe,6,5,34800,,Price by negotiation,Dwelling
8OHSZLZUILQM9NC63C9E,Kingsland,3,2,,,"Auction on 24 Apr, 10:00?€?am",House
R9Q4LQ42YWNVYBEOMCNL,Henderson,2,2,76,,"Asking price $805,000",Townhouse
Metropolis Magnificence,City Centre,1,1,,,"Asking price $597,000",Apartment
MORTGAGEE SALE,Panmure,1,1,,,"For sale by tender,  9 Apr",House
Overseas vendor want it SOLD,Oteha,5,4,,,"Auction on 16 May, 5:07?€?am",Townhouse
G7V2WIX6M7OU9Z41LCTN,Remuera,2,2,,,Price by negotiation,Apartment
JIJR6E8UOPBQPHJO5XHX,City Centre,1,1,,,"Asking price $258,000",Apartment
Z908J40BI4CVQFNRUJBA,City Centre,2,2,,,"Asking price $1,249,000",Apartment
3B26P8ZA78A68PW3DS4K,Drury,,,,,Price by negotiation,Bare land
5E84O0F4K2Z56O5YLZUN,Mount Albert,2,2,76,,"Asking price $1,275,000",Townhouse
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 17 Apr, 5:20?€?pm",House
Penthouse Living in Prime City Fringe Location,Eden Terrace,2,2,,,"Asking price $720,000",Apartment
URGENT SALE - OFFERS WELCOME,Pukekohe,4,2,589,,Price by negotiation,House
Perfect Family Home - Valley zoned,Pukekohe,5,2,743,,"Auction on 15 May, 5:09?€?pm",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 17 Apr, 4:06?€?pm",House
SE4DF3IEBVBOS2AR7XPU,Ararimu,4,3,36000,,"Auction on 2 May, 2:00?€?pm",Dwelling
H8HGZ7119PYXWULXPM5B,Takapuna,2,1,,,Price by negotiation,Apartment
AHOHES60COMYDOZQPZEF,Northpark,4,3,700,,"Auction on 8 May, 2:00?€?pm",House
4MCHWQW8QD7RQKOK8LH4,Takapuna,2,1,,,"Asking price $999,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 17 Apr, 5:31?€?am",House
Cozy City Living - Bank Friendly 1 Bed + 1 Flexi,City Centre,1,1,,,"Asking price $558,000",Apartment
Three Bedroom Townhouse + CCC Issued!,Mount Albert,3,2,66,,"Asking price $1,050,000",Townhouse
Indulge in Spectacular Views at an Unbeatable ...,City Centre,2,1,,,"Asking price $588,000",House
Tranquility and Privacy in Double Grammar Zone!,Epsom,4,2,422,,"Auction on 15 May, 5:24?€?am",House
7UFJQJXCYG7VWQW5MWU7,Ramarama,,,7200,,"Asking price $1,090,000",Bare land
"Test test, 2 bedroom House House House",City Centre,2,1,,,"Auction on 10 Mar, 4:10?€?pm",House
I3YNS7MOAKRL0RWHNAYU,City Centre,2,2,,,"Asking price $1,190,000",Apartment
YL9GHZKEHVX2XKLMSH5T,City Centre,3,2,,,"Asking price $2,799,000",Apartment
L5KESY0WATCVLSLQXH0P,City Centre,2,1,,,"Asking price $559,000",Apartment
9LV3RSSA5X0LTWVYV1LD,Pukekohe,4,2,352,,Price by negotiation,House
RG3MQZA06QLMBMTAE6YR,Ellerslie,2,2,,,"Asking price $989,000",Townhouse
NPJIBSKP4T4D6ZPI5JZG,City Centre,2,2,,,"Asking price $649,000",Apartment
New Home + Move - In Ready,Henderson,2,1,81,,"Asking price $805,000",Townhouse
Expansive Family Haven,Pukekohe,5,2,1000,,Price by negotiation,House
Harbourside Stunner! With Triple Garage,Karaka,4,3,577,,"Auction on 14 May, 5:50?€?am",House
H94UR217DHJXALAXKGVV,Hillsborough,3,2,92,,Price by negotiation,House
QB8Y849SW2UDN282A1C3,City Centre,3,2,,,Price by negotiation,Apartment
SPDQU0L5GX6OP9SZNHNV,Grey Lynn,2,2,,,Price by negotiation,Apartment
4XGOTL5A9GQX2O21VWEE,Hunua,2,2,1000,,"Asking price $895,000",Dwelling
HA7427RI0BDPXKGPSP32,City Centre,2,2,,,Price by negotiation,Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 15 Apr, 5:20?€?am",Townhouse
ILLXLCSS7IWROLA1AA47,City Centre,2,2,,,"Asking price $1,190,000",Apartment
Approaching Completion - Selling Fast!,Avondale,1,1,,,"Asking price $649,000",Townhouse
Introducing Your Dream Home: Luxurious Living ...,Papakura,4,3,130,,Price by negotiation,House
Unique Opportunity!,Drury,4,2,72000,,"Auction on 13 May, 5:13?€?am",Dwelling
"Test test, 2 bedroom House House House",City Centre,2,1,,,"Auction on 10 Mar, 4:10?€?pm",House
7SO502G7IJGUPYNP7OB8,Waiau Pa,4,1,19800,,"Auction on 27 Apr, 12:30?€?pm",Dwelling
7F0GGRXP1F5I6NJM3SHA,Grey Lynn,1,1,,,Price by negotiation,Apartment
EZ5S9N0VRVPVGM6NAYAQ,Te Atatu South,2,2,,,"Asking price $758,000",Townhouse
2CS6T9UNR3UECFH66EXR,Mahurangi East,4,3,8786,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 14 Apr, 9:11?€?am",Bare land
IT'S SHOWTIME! HIGH SPEC INVESTMENT,Paerata,4,3,519,,Price by negotiation,House
"Urgent, Selling 120K Below CV!",Mount Eden,1,1,,,"Asking price $599,000",Apartment
DEADLINE SALE - 17 April at 4pm,City Centre,1,1,,,Price by negotiation,Apartment
Location & Potential,Pukekohe,5,2,759,,"Auction on 12 May, 9:01?€?am",House
MH581WNPR9K056R7PP58,Pokeno,4,2,9412,,Price by negotiation,House
I9NOK4VDYVBEP5PTCPP9,Henderson,2,1,79,,"Asking price $805,000",Townhouse
BFYMIGVSGZBHXUHEN6UD,City Centre,2,1,,,"Auction on 10 Mar, 4:10?€?pm",House
O2KBYS0726KPO7J9F2Z7,Meadowbank,2,2,,,Price by negotiation,Apartment
41WL7EFD38ZZPEZGK7AA,Te Atatu South,1,1,,,"Asking price $588,000",Townhouse
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 14 Apr, 5:25?€?am",Dwelling
YEK4YD00F4YE0KIR1FAV,Pukekohe,4,2,741,,Price by negotiation,House
Start Here: Freehold Freestanding Gem,Glen Eden,3,1,161,,"Asking price $668,000",House
LIFESTYLE & LOCATION ON 1.1 ACRES (mol),Drury,,,4700,,Price by negotiation,Bare land
"Live Large, Invest in your Future",Drury,4,2,11000,,"Auction on 12 May, 5:13?€?am",Dwelling
"Test test, 2 bedroom House House House",City Centre,2,1,,,"Auction on 10 Mar, 4:10?€?pm",House
RK9217VRO7BWNXXFJMT6,Kelston,3,2,,,"Asking price $799,000",Townhouse
CGCB6LQKLO9NFJCX14HJ,Waiau Pa,4,2,2400,,Price by negotiation,Dwelling
3PR6YXSZRMKMOA0LCDFN,Buckland,4,2,34400,,Price by negotiation,Dwelling
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 13 Apr, 12:27?€?pm",Bare land
RCQQ6HVZLSEYCX4SDJBE,Pukekohe,5,2,751,,"Asking price $780,000",House
Stylish And Spacious Masonry Home With Guestho...,Patumahoe,6,5,34800,,Price by negotiation,Dwelling
AN ALTERNATIVE OPTION,Remuera,,,438,,"Asking price $849,000",Section
Charm meets Convenience,Pukekohe,3,1,342,,"Auction on 11 May, 12:21?€?pm",House
3CO6JA666SSB9STF2GEX,City Centre,2,2,,,"Asking price $1,190,000",Apartment
IE871QF4DBOLJU57KQG2,Eden Terrace,2,1,,,"Asking price $1,115,000",Apartment
0JJGUMD45AASO8OYIMZU,Drury,,,4700,,Price by negotiation,Bare land
VOE7UV5NRLB1QPRRXPL2,Te Atatu South,3,3,,,Price by negotiation,Townhouse
51GMZKJCN51G66M9T8DF,Mount Albert,3,3,,,"Asking price $1,080,000",Townhouse
Time to start your dream home,Pokeno,,,1000,,"Auction on 13 Apr, 10:15?€?am",Bare land
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 13 Apr, 10:14?€?am",Section
Huge Freehold Waterfront Penthouse,City Centre,5,3,,,Price by negotiation,Apartment
NO COVENANTS - STUNNING VIEWS!!,Waiuku,,,19600,,"Asking price $475,000",Bare land
Big & Beautiful Beginnings,Pukekohe,5,3,1013,,"Auction on 11 May, 10:08?€?am",House
KB8YOPEIVJ3A5RG7J2R3,City Centre,2,1,,,"Asking price $469,000",Apartment
S56XIFPCFP515FP1Q3OZ,Freemans Bay,2,2,,,Price by negotiation,Apartment
BEBHCENDMTJJKFT38SMJ,Greenlane,4,4,,,Price by negotiation,Townhouse
VE7QEQYM0JDZCUXBA8SI,Pukekohe,3,2,325,,"Auction on 16 Apr, 1:00?€?pm",House
154QD0CF24F434FYJM03,Herne Bay,2,1,,,"Asking price $985,000",Apartment
Very Popular Te Ara Hikoi ( Chance to Purchase),Pukekohe,4,2,392,,Price by negotiation,House
Modern Elegance: Boutique Home in Te Atatu South,Te Atatu South,3,3,,,"Asking price $868,000",Townhouse
URGENT NOTICE- PRE-AUCTION NOW SELLING Wed 10t...,Pukekohe,5,2,904,,"Auction on 11 May, 8:16?€?am",House
UWFQ6JSY1Z6L3RJ2QWY5,Glenbrook,,,607,,"For sale by tender,  10 Apr",Section
NWDU7MP72K8J63ZKULRB,Glen Eden,3,1,137,,"Asking price $769,000",Townhouse
XBQQGYHY0LKQVN7BLNJV,Pukekohe,3,1,170,,Price by negotiation,Townhouse
CTTCOMALOEHXOW5VI6D9,Henderson,2,1,120,,"Asking price $815,000",Townhouse
